Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2021-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Armenia,ARM,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.07919312,,,,,,,,,,96.59977722,,,,97.22245789,,96.59277344,,,
American Samoa,ASM,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,68.40000153,,,,,,64.19999695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,69.80000305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.73760223,90.85430145,91.14067078,91.72463989,92.33435059,92.23867035,93.19953156,93.60810089,94.44893646,91.0807724,91.45050049,92.67857361,92.76399231,93.00570679,93.43907166,,
Austria,AUT,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.92321777,,,,,,
Azerbaijan,AZE,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.837883,,,,,,,,92.67681885,92.71167755,95.46668243,95.56773376,95.55583954,95.56986237,95.59149933,95.6078186,95.60848999,95.64131165,95.51609039,,,
Burundi,BDI,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.123270035,,,,,,,,,,,,,,,,,,,,,,,,5.929029942,,,9.275939941,,,
Belgium,BEL,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,33.87464905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.7874527,,78.32391357,79.42991638,79.64148712,80.10137177,80.29019165,81.58792877,82.34053802,84.35791779,84.78952026,86.50417328,,,
Benin,BEN,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,2.500040054,,,,,,,,,,,,,9.560839653,,,,,,,,,,14.31744957,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.938159943,2.036170006,,,,,,,8.488349915,,,,,,
Bangladesh,BGD,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,7.695079803,,,,,,,12.86266041,,,,,,,,,,,,,,,,,,,,26.71472931,,,,,,,,,,35.29796982,36.04573822,33.70534897,34.91572952,40.84080124,41.50080109,42.61808014,43.64284134,44.68355179,
Bulgaria,BGR,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,25.87228966,,,,,,,,,,,,,,,,,50.75856018,,,,,,,,,87.86179352,,,,,91.25402069,91.97218323,92.16161346,92.57821655,93.21961212,93.73532867,94.30368042,94.32663727,94.24516296,94.81500244,95.14305115,95.3857193,,,
Bahrain,BHR,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,35.40000153,,,,,,,,,,68.33722687,,,,,,,,,54.89627075,,,,,,69.22395325,72.34710693,79.93611908,,
"Bahamas, The",BHS,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.14201355,,,,,,,,,,90.10501862,,,,,,,,,,89.13713074,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.91952896,56.83264923,,,,,81.16555786,,81.36289215,,
Belarus,BLR,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,34.83750153,,,,,,,,,,,,,,,,,,,58.35836029,,,,,,,,,,,,,,,,,,,,91.90174866,,,,,,,,,,,
Belize,BLZ,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,9.263079643,,,,,,,,,,14,,,,,,,,,,,21.79159927,,,,,,,,,,,,,,24.82500076,,,,,83.93476868,,,,,,,,,,
Bermuda,BMU,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,54.20000076,,,,,,,,,,,,,,,,,,,,,81.31381989,,,,,,,,,91.32758331,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,22.89999962,,,,,,,,,,,,,,,,44.68783951,,,,,,,,,45.14493179,,,,,42.13381958,,44.62036896,46.93241882,,,51.92382813,,,58.8207016,,,,,
Brazil,BRA,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,11.52151012,,,,,,10,,,,11.80109978,,,,,,,,,,,,,,,,,,,,,,,,42.40819931,,45.45632935,47.6079216,49.54859924,50.09923172,50.6151886,53.59817123,54.63402176,55.84429932,56.33071899,57.57099152,58.20310974,59.12192917,60.01451111,,
Barbados,BRB,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,65.30000305,,,,,,,,,,66.80323792,,,,,,,,,,,,,,,,,,,,78.10392761,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,19.4962101,,,,,,,,,,39.59297943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.79540253,,,,,,,,,
Bhutan,BTN,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.598099709,,,,,28.22159004,,,
Botswana,BWA,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,3.092649937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.445929527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,60.20000076,,63.46051025,,,,67.5,,,,,74.26551819,,,,,78.87172699,,,,,83.61782837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Europe and the Baltics,CEB,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,19.43868065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.9379425,95.79167175,95.86393738,96.11672974,,97.02065277,97.09393311,96.8901825,,97.08525848,,
Channel Islands,CHI,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,30.39999962,,,,,,,,,,,,34.04441833,,,,,,,,,,,,,,,,,,,,,,76.00350189,,,75.84030151,74.40596771,,75.0458374,72.83944702,,76.16493988,,78.5309906,,79.60485077,,,
China,CHN,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,22.79928017,,,,,,,,36.40000153,,,,,,,,,,52.26036072,,,,,,,,,,65.32292175,,,,,,,,,,
Cote d'Ivoire,CIV,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.79999924,,,,,,,,,,41.75873184,,,,,,,,,,,,,,,,21.1199398,,,,,,
Cameroon,CMR,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,4.720779896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.22809982,,,,,,,,,,
"Congo, Dem. Rep.",COD,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,16.10318947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.45357132,,,50.66429901,,,,
"Congo, Rep.",COG,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,19.72020912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,COL,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.27117157,,,,,,,,,,,36.3357811,40.98741913,37.88222885,41.92707062,43.20883179,42.77859879,44.15533829,45.35335922,46.40734863,48.1389389,49.46266174,50.3342514,52.07934952,,54.44469833,,
Comoros,COM,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.35165977,,,,,
Costa Rica,CRI,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,16.91060066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.67695999,49.77312088,50.11149979,48.98918152,50.1252594,50.81568146,,54.66732025,53.06430054,53.1069603,,54.55846024,,
Caribbean small states,CSS,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.77510071,,,,,,,,,,81.14807129,,,,,,,,
Curacao,CUW,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,18.10000038,,,,,,,,,,,,,,,,,,,54.68994904,,,,,,,,,,,,,,,78.66362762,83.93598175,81.10545349,91.99891663,91.40808868,,,,,,94.79302979,95.25145721,,,,,
Cyprus,CYP,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.25125122,,,,,,,,,,,,67.38012695,69.18824005,71.68489838,73.36694336,73.99150085,74.5087738,75.84166718,77.22283173,78.70480347,79.697052,78.95928192,78.63918304,80.31255341,,81.77329254,,
Czech Republic,CZE,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.91497803,,,,,,,,,,,,,,,99.77912903,99.78832245,99.79286194,99.78910065,99.82282257,99.81562042,99.81665802,99.7996521,99.81548309,99.80766296,99.80445862,99.94582367,,,
Germany,DEU,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.75401306,96.90086365,96.93343353,97.08521271,96.7395401,96.7073288,96.52384186,96.71362305,96.73085785,96.67179108,96.79914856,96.71611786,96.51364136,,96.3322525,,
Djibouti,DJI,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,6.300000191,,,,,,,,,,,12.84000015,,,,,,,,,,,,,,,,,,,,26.58358002,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.26747894,,,,,,,,,,,,99.73188019,100,,,,100,,,,99.64360046,99.58493805,91.48561096,92.06758118,92.4495697,,93.80911255,,
Dominican Republic,DOM,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.53044891,,,52.63024902,53.84415054,54.37845993,55.23904037,56.3503685,56.61132813,67.16703796,,,,
Algeria,DZA,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,2.525789976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.15286064,,47.30498886,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,14.42397976,,,,,,,,23.5449295,,,,,,,,43.74225998,,,,,,,,,,,,,,,,,43.07814026,43.04875946,43.03673935,44.68481827,45.34046936,46.82740021,47.94152069,48.77730179,52.18167114,51.86396027,52.85947037,,,
"Egypt, Arab Rep.",EGY,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,19.41847038,,,,,,,,,,,,,,,,,,,,44.43072891,,,,,,,,,,,72.95913696,,,
Euro area,EMU,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,9.409379959,,,,,,,,,,,20.39999962,,,,,24.60000038,,,,,34.15869904,,,,,,,,,,,,,59.26173019,62.52478027,63.84901047,64.73632813,65.61898804,66.45838165,67.38954926,68.79650879,69.87301636,,73.71434784,74.81494904,75.7975235,,77.7223587,,
Estonia,EST,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.79999924,,,,,,,,,,,89.35765076,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.215089798,,,,12.51169014,,,,,,,,,
European Union,EUU,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,44.40000153,,,,,50.62633133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,13.97776985,,,,,,,,,,29.37166977,,,,,,,,,,45.12483978,,,,,,,,,,,60.30342102,,,,,,,,,,87.30661774,,,
France,FRA,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.35411072,,,,,,,,,,,,,,74.14022827,74.70168304,,76.93482971,77.94490814,78.43923187,79.21469116,79.81372833,80.48766327,81.50099945,82.63316345,83.20343018,83.68582916,84.21479797,,,
Faroe Islands,FRO,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.76856232,99.80786896,99.8556366,99.80831909,99.83229065,99.85984802,,,99.74781799,,,
Georgia,GEO,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.10677338,,,,,,,,,,95.59430695,,96.70864868,,97.95188904,97.52117157,,,
Ghana,GHA,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.31961823,,,,,,,,,,
Gibraltar,GIB,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.959480286,,,,,,,,,,,,,,11.68274975,,,,10.86542034,,,,,,
"Gambia, The",GMB,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,3.815229893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.97109032,,,,,
Guinea-Bissau,GNB,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
